project name,stars,github url,clone url
polybar/polybar,10196,https://github.com/polybar/polybar,https://github.com/polybar/polybar.git
Tencent/matrix,9741,https://github.com/Tencent/matrix,https://github.com/Tencent/matrix.git
apache/arrow,9343,https://github.com/apache/arrow,https://github.com/apache/arrow.git
typesense/typesense,9529,https://github.com/typesense/typesense,https://github.com/typesense/typesense.git
TranslucentTB/TranslucentTB,9268,https://github.com/TranslucentTB/TranslucentTB,https://github.com/TranslucentTB/TranslucentTB.git
bulletphysics/bullet3,9146,https://github.com/bulletphysics/bullet3,https://github.com/bulletphysics/bullet3.git
Atmosphere-NX/Atmosphere,9056,https://github.com/Atmosphere-NX/Atmosphere,https://github.com/Atmosphere-NX/Atmosphere.git
apache/thrift,8998,https://github.com/apache/thrift,https://github.com/apache/thrift.git
sonic-pi-net/sonic-pi,8986,https://github.com/sonic-pi-net/sonic-pi,https://github.com/sonic-pi-net/sonic-pi.git
microsoft/napajs,8958,https://github.com/microsoft/napajs,https://github.com/microsoft/napajs.git
Studio3T/robomongo,8886,https://github.com/Studio3T/robomongo,https://github.com/Studio3T/robomongo.git
symless/synergy-core,8859,https://github.com/symless/synergy-core,https://github.com/symless/synergy-core.git
openframeworks/openFrameworks,8818,https://github.com/openframeworks/openFrameworks,https://github.com/openframeworks/openFrameworks.git
nasa/fprime,8807,https://github.com/nasa/fprime,https://github.com/nasa/fprime.git
DayBreak-u/chineseocr_lite,8776,https://github.com/DayBreak-u/chineseocr_lite,https://github.com/DayBreak-u/chineseocr_lite.git
mapeditor/tiled,8664,https://github.com/mapeditor/tiled,https://github.com/mapeditor/tiled.git
Aircoookie/WLED,8631,https://github.com/Aircoookie/WLED,https://github.com/Aircoookie/WLED.git
zerotier/ZeroTierOne,8518,https://github.com/zerotier/ZeroTierOne,https://github.com/zerotier/ZeroTierOne.git
dolphin-emu/dolphin,8358,https://github.com/dolphin-emu/dolphin,https://github.com/dolphin-emu/dolphin.git
diasurgical/devilution,8295,https://github.com/diasurgical/devilution,https://github.com/diasurgical/devilution.git
sass/node-sass,8102,https://github.com/sass/node-sass,https://github.com/sass/node-sass.git
doitsujin/dxvk,7714,https://github.com/doitsujin/dxvk,https://github.com/doitsujin/dxvk.git
assimp/assimp,7694,https://github.com/assimp/assimp,https://github.com/assimp/assimp.git
zeromq/libzmq,7684,https://github.com/zeromq/libzmq,https://github.com/zeromq/libzmq.git
Maximus5/ConEmu,7660,https://github.com/Maximus5/ConEmu,https://github.com/Maximus5/ConEmu.git
SFML/SFML,7596,https://github.com/SFML/SFML,https://github.com/SFML/SFML.git
nodegui/nodegui,7587,https://github.com/nodegui/nodegui,https://github.com/nodegui/nodegui.git
carla-simulator/carla,7581,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla.git
hoffstadt/DearPyGui,7562,https://github.com/hoffstadt/DearPyGui,https://github.com/hoffstadt/DearPyGui.git
anbox/anbox,7552,https://github.com/anbox/anbox,https://github.com/anbox/anbox.git
facebook/proxygen,7463,https://github.com/facebook/proxygen,https://github.com/facebook/proxygen.git
opencv/opencv_contrib,7366,https://github.com/opencv/opencv_contrib,https://github.com/opencv/opencv_contrib.git
vesoft-inc/nebula,7317,https://github.com/vesoft-inc/nebula,https://github.com/vesoft-inc/nebula.git
Z3Prover/z3,7295,https://github.com/Z3Prover/z3,https://github.com/Z3Prover/z3.git
citra-emu/citra,7291,https://github.com/citra-emu/citra,https://github.com/citra-emu/citra.git
TrinityCore/TrinityCore,7274,https://github.com/TrinityCore/TrinityCore,https://github.com/TrinityCore/TrinityCore.git
PointCloudLibrary/pcl,7271,https://github.com/PointCloudLibrary/pcl,https://github.com/PointCloudLibrary/pcl.git
ArduPilot/ardupilot,7193,https://github.com/ArduPilot/ardupilot,https://github.com/ArduPilot/ardupilot.git
facebook/hermes,7181,https://github.com/facebook/hermes,https://github.com/facebook/hermes.git
hrydgard/ppsspp,7141,https://github.com/hrydgard/ppsspp,https://github.com/hrydgard/ppsspp.git
JoeyDeVries/LearnOpenGL,7034,https://github.com/JoeyDeVries/LearnOpenGL,https://github.com/JoeyDeVries/LearnOpenGL.git
tenacityteam/tenacity,6985,https://github.com/tenacityteam/tenacity,https://github.com/tenacityteam/tenacity.git
minetest/minetest,6960,https://github.com/minetest/minetest,https://github.com/minetest/minetest.git
musescore/MuseScore,6924,https://github.com/musescore/MuseScore,https://github.com/musescore/MuseScore.git
Mooophy/Cpp-Primer,6915,https://github.com/Mooophy/Cpp-Primer,https://github.com/Mooophy/Cpp-Primer.git
monero-project/monero,6809,https://github.com/monero-project/monero,https://github.com/monero-project/monero.git
